file,text,class
../DATASET/torgo/MC03/Session2/0278.wav,I had no desire to change my ways.,0
../DATASET/torgo/MC04/Session1/0335.wav,It also provides for funds to clear slums and help colleges build dormitories.,0
../DATASET/torgo/FC03/Session1/0345.wav,He further proposed grants of an unspecified sum for experimental hospitals.,0
../DATASET/torgo/FC03/Session2/0060.wav,I'm willing to experiment for the first time.,0
../DATASET/torgo/FC03/Session1/0283.wav,If you are losing water replace it immediately.,0
../DATASET/torgo/FC01/Session1/0111.wav,yet he still thinks as swiftly as ever.,0
../DATASET/uncommonvoice/MC04_T2_sa1_NA.wav,she had your dark suit in greasy wash water all year,0
../DATASET/torgo/FC02/Session3/0752.wav,Eat your raisins outdoors on the porch steps.,0
../DATASET/uncommonvoice/FC23_T2_sx148_NA.wav,most precincts had a third of the votes counted,0
../DATASET/uncommonvoice/FC12_T2_sx438_NA.wav,shell shock caused by shrapnel is sometimes cured through group therapy,0
../DATASET/uncommonvoice/MC04_T2_sx428_NA.wav,a crab challenged me but a quick stab vanquished him,0
../DATASET/torgo/MC03/Session1/0076.wav,he slowly takes a short walk in the open air each day.,0
../DATASET/torgo/MC01/Session1/0312.wav,He further proposed grants of an unspecified sum for experimental hospitals.,0
../DATASET/uncommonvoice/FC36_T2_si1074_NA.wav,he gazed away from us as we approached,0
../DATASET/torgo/FC03/Session1/0180.wav,Jane may earn more money by working hard. ,0
../DATASET/torgo/MC01/Session3/0319.wav,When you are through write a clean report.,0
../DATASET/torgo/FC03/Session2/0013.wav,He really crucified himself he nailed it for a yard loss.,0
../DATASET/torgo/MC01/Session3/0019.wav,Her position covers a number of daily tasks common to any social director.,0
../DATASET/torgo/MC03/Session1/0469.wav,He really crucified him he nailed it for a yard loss.,0
../DATASET/torgo/FC01/Session1/0072.wav,he dresses himself in an ancient black frock coat ,0
../DATASET/torgo/MC04/Session2/0672.wav,So if anybody solicits by phone make sure you mail the dough to,0
../DATASET/uncommonvoice/FC38_T2_si1055_NA.wav,internal national responsibility now a truism need not be documented,0
../DATASET/torgo/MC02/Session1/0112.wav,Except in the winter when the ooze or snow or ice prevents,0
../DATASET/torgo/MC04/Session2/0705.wav,At twilight on the twelfth day we'll have Chablis.,0
../DATASET/torgo/MC03/Session2/0193.wav,This he added brought about petty jealousies and petty personal grievances.,0
../DATASET/torgo/MC03/Session1/0089.wav,She had your dark suit in greasy wash water all year.,0
../DATASET/torgo/FC02/Session2/0103.wav,giving those who observe him a pronounced feeling of the utmost respect.,0
../DATASET/uncommonvoice/FC23_T2_si1014_NA.wav,beer generally fermented from barley is an old alcoholic beverage,0
../DATASET/torgo/MC01/Session2/0241.wav,He played basketball there while working toward a law degree.,0
../DATASET/torgo/MC03/Session1/0535.wav,She doesn't like to have it hanging around.,0
../DATASET/uncommonvoice/FC12_T2_si524_NA.wav,within a system however the autonomy of each member library is preserved,0
../DATASET/torgo/FC02/Session3/0565.wav,The structures housing the apartments are of masonry and frame construction.,0
../DATASET/torgo/FC03/Session3/0017.wav,There was no confirmation of such massive assaults from independent sources.,0
../DATASET/uncommonvoice/FC38_T2_si464_NA.wav,the prospect of cutting back spending is an unpleasant one for any governor,0
../DATASET/torgo/FC01/Session1/0033.wav,giving those who observe him a pronounced feeling of the utmost respect.,0
../DATASET/uncommonvoice/FC36_T2_si1037_NA.wav,the revised procedure was acclaimed as a long overdue reform,0
../DATASET/uncommonvoice/FC41_T2_si556_NA.wav,we did not accept the diagnosis at once but gradually we are coming to,0
../DATASET/torgo/FC03/Session1/0321.wav,Swing your arm as high as you can.,0
../DATASET/torgo/FC02/Session3/0351.wav,She doesn't like to have it hanging around.,0
../DATASET/torgo/MC04/Session1/0033.wav,We have often urged him to walk more and smoke less ,0
../DATASET/uncommonvoice/MC04_T2_sx162_NA.wav,her auburn hair reminded him of autumn leaves,0
../DATASET/torgo/MC03/Session1/0309.wav,A roll of wire lay near the wall.,0
../DATASET/torgo/FC01/Session1/0046.wav,We have often urged him to walk more and smoke less ,0
../DATASET/torgo/FC02/Session3/0737.wav,The staff deserves a lot of credit working down here under real obstacles.,0
../DATASET/uncommonvoice/MC11_T2_si524_NA.wav,within a system however the autonomy of each member library is preserved,0
../DATASET/uncommonvoice/FC12_T2_sx439_NA.wav,that stinging vapor was caused by chloride vaporization,0
../DATASET/torgo/FC02/Session3/0448.wav,So if anybody solicits by phone make sure you mail the dough to the above.,0
../DATASET/torgo/FC02/Session2/0045.wav,Except in the winter when the ooze or snow or ice prevents,0
../DATASET/uncommonvoice/FC45_T2_sx439_NA.wav,that stinging vapor was caused by chloride vaporization,0
../DATASET/uncommonvoice/FC41_T2_si2028_NA.wav,he took his mask from his forehead and threw it unexpectedly across the deck,0
../DATASET/uncommonvoice/FC45_T2_si2028_NA.wav,he took his mask from his forehead and threw it unexpectedly across the deck,0
../DATASET/torgo/FC03/Session1/0069.wav,She had your dark suit in greasy wash water all year.,0
../DATASET/uncommonvoice/MC11_T2_si1997_NA.wav,like as if it were built of books,0
../DATASET/torgo/MC03/Session1/0082.wav,Except in the winter when the ooze or snow or ice prevents,0
../DATASET/torgo/FC03/Session1/0132.wav,I tried to tell people in the community.,0
../DATASET/torgo/MC03/Session2/0192.wav,The legislature met to judge the state of public education.,0
../DATASET/uncommonvoice/MC11_T2_si1039_NA.wav,he has never himself done anything for which to be hated which of us has,0
../DATASET/torgo/MC02/Session1/0253.wav,If you destroy confidence in banks you do something to the economy he said.,0
../DATASET/uncommonvoice/MC04_T2_si1027_NA.wav,even then if she took one step forward he could catch her,0
../DATASET/uncommonvoice/FC45_T2_si458_NA.wav,this is not a program of socialized medicine,0
../DATASET/torgo/FC02/Session3/0623.wav,We experience distress and frustration obtaining our degrees.,0
../DATASET/uncommonvoice/MC11_T2_si1004_NA.wav,palm oil protects the surfaces of steel sheets before they are plated with tin,0
../DATASET/uncommonvoice/FC41_T2_sx174_NA.wav,the haunted house was a hit due to outstanding audio visual effects,0
../DATASET/uncommonvoice/FC36_T2_si530_NA.wav,his election on the other hand would unquestionably strengthen the regulars,0
../DATASET/torgo/FC03/Session1/0109.wav,Twice each day he plays skillfully and with zest upon our small organ.,0
../DATASET/uncommonvoice/FC36_T2_si1956_NA.wav,a single kick made it spring open shuddering,0
../DATASET/uncommonvoice/FC12_T2_sx428_NA.wav,a crab challenged me but a quick stab vanquished him,0
../DATASET/uncommonvoice/MC04_T2_si1956_NA.wav,a single kick made it spring open shuddering,0
../DATASET/uncommonvoice/FC36_T2_si1957_NA.wav,clapping spurs to the bronc he set off at a sharp canter with growing alarm,0
../DATASET/uncommonvoice/FC12_T2_si458_NA.wav,this is not a program of socialized medicine,0
../DATASET/torgo/MC04/Session2/1021.wav,Eat your raisins outdoors on the porch steps.,0
../DATASET/uncommonvoice/FC36_T2_si1000_NA.wav,soon the office work claimed all her time,0
../DATASET/torgo/FC02/Session3/0123.wav,Nothing has been done yet to take advantage of the enabling legislation.,0
../DATASET/uncommonvoice/FC36_T2_sx442_NA.wav,suburban housewives often suffer from the gab habit,0
../DATASET/torgo/MC01/Session2/0010.wav,Nothing has been done yet to take advantage of the enabling legislation.,0
../DATASET/torgo/MC03/Session2/0269.wav,There was no confirmation of such massive assaults from independent sources.,0
../DATASET/uncommonvoice/MC04_T2_si1927_NA.wav,you do that or take you out a permit right now,0
../DATASET/torgo/MC02/Session1/0287.wav,Night after night they received annoying phone calls.,0
../DATASET/uncommonvoice/FC38_T2_si556_NA.wav,we did not accept the diagnosis at once but gradually we are coming to,0
../DATASET/uncommonvoice/MC04_T2_si1982_NA.wav,two cars came over a crest their chrome and glass flashing,0
../DATASET/uncommonvoice/FC36_T2_si1063_NA.wav,no question ruffles him or causes him to hesitate,0
../DATASET/torgo/MC03/Session1/0485.wav,It's fun to roast marshmallows on a gas burner.,0
../DATASET/torgo/FC02/Session2/0125.wav,Twice each day he plays skillfully and with zest upon our small organ.,0
../DATASET/uncommonvoice/FC36_T2_sx439_NA.wav,that stinging vapor was caused by chloride vaporization,0
../DATASET/torgo/FC02/Session2/0120.wav,We have often urged him to walk more and smoke less ,0
../DATASET/torgo/FC03/Session2/0022.wav,It's fun to roast marshmallows on a gas burner.,0
../DATASET/uncommonvoice/FC41_T2_si1981_NA.wav,on unoccupied roadway the bottle shattered into a small amber flash,0
../DATASET/uncommonvoice/FC38_T2_si530_NA.wav,his election on the other hand would unquestionably strengthen the regulars,0
../DATASET/torgo/MC02/Session1/0062.wav,yet he still thinks as swiftly as ever.,0
../DATASET/torgo/MC03/Session1/0483.wav,The prospect of cutting back spending is an unpleasant one for any governor.,0
../DATASET/torgo/FC03/Session2/0320.wav,At twilight on the twelfth day we'll have Chablis.,0
../DATASET/uncommonvoice/MC12_T2_si530_NA.wav,his election on the other hand would unquestionably strengthen the regulars,0
../DATASET/uncommonvoice/FC41_T2_sx428_NA.wav,a crab challenged me but a quick stab vanquished him,0
../DATASET/uncommonvoice/FC36_T2_sx148_NA.wav,most precincts had a third of the votes counted,0
../DATASET/torgo/FC03/Session1/0353.wav,This is a period of transition for me.,0
../DATASET/uncommonvoice/MC12_T2_sx439_NA.wav,that stinging vapor was caused by chloride vaporization,0
../DATASET/torgo/FC03/Session1/0118.wav,We have often urged him to walk more and smoke less ,0
../DATASET/uncommonvoice/FC23_T2_sx426_NA.wav,a moth zig zagged along the path through otto's garden,0
../DATASET/uncommonvoice/FC41_T2_sx439_NA.wav,that stinging vapor was caused by chloride vaporization,0
../DATASET/uncommonvoice/FC36_T2_si1997_NA.wav,like as if it were built of books,0
../DATASET/uncommonvoice/FC36_T2_si1027_NA.wav,even then if she took one step forward he could catch her,0
../DATASET/torgo/FC02/Session3/0070.wav,This is a period of transition for me.,0
../DATASET/torgo/FC01/Session1/0061.wav,Except in the winter when the ooze or snow or ice prevents,0
../DATASET/uncommonvoice/MC12_T2_si1016_NA.wav,to keep 'em scattered somewhat and yet herd 'em was called loose herdin',0
../DATASET/uncommonvoice/MC04_T2_si556_NA.wav,we did not accept the diagnosis at once but gradually we are coming to,0
../DATASET/torgo/MC04/Session2/0704.wav,At twilight on the twelfth day we'll have Chablis.,0
../DATASET/uncommonvoice/FC36_T2_sx149_NA.wav,while waiting for chipper she crisscrossed the square many times,0
../DATASET/torgo/MC04/Session1/0031.wav,Except in the winter when the ooze or snow or ice prevents,0
../DATASET/torgo/FC02/Session3/0032.wav,A roll of wire lay near the wall.,0
../DATASET/torgo/FC03/Session1/0035.wav,Grandfather likes to be modern in his language.,0
../DATASET/torgo/FC02/Session3/0484.wav,Her position covers a number of daily tasks common to any social director.,0
../DATASET/uncommonvoice/MC11_T2_sx442_NA.wav,suburban housewives often suffer from the gab habit,0
../DATASET/torgo/MC03/Session2/0063.wav,At twilight on the twelfth day we'll have Chablis.,0
../DATASET/uncommonvoice/MC12_T2_sx174_NA.wav,the haunted house was a hit due to outstanding audio visual effects,0
../DATASET/uncommonvoice/FC12_T2_si1946_NA.wav,the rustling problem was by no means solved,0
../DATASET/uncommonvoice/MC12_T2_si458_NA.wav,this is not a program of socialized medicine,0
../DATASET/uncommonvoice/FC12_T2_si462_NA.wav,it also provides for funds to clear slums and help colleges build dormitories,0
../DATASET/uncommonvoice/MC12_T2_sx148_NA.wav,most precincts had a third of the votes counted,0
../DATASET/torgo/MC04/Session1/0023.wav,She had your dark suit in greasy wash water all year.,0
../DATASET/uncommonvoice/MC11_T2_si1980_NA.wav,high so it only bounce harmlessly but loudly off a car's steel roof,0
../DATASET/uncommonvoice/MC04_T2_sx426_NA.wav,a moth zig zagged along the path through otto's garden,0
../DATASET/torgo/FC02/Session3/0107.wav,He further proposed grants of an unspecified sum for experimental hospitals.,0
../DATASET/uncommonvoice/MC11_T2_sx438_NA.wav,shell shock caused by shrapnel is sometimes cured through group therapy,0
../DATASET/torgo/MC04/Session1/0249.wav,If you destroy confidence in banks you do something to the economy he said.,0
../DATASET/uncommonvoice/MC12_T2_si2028_NA.wav,he took his mask from his forehead and threw it unexpectedly across the deck,0
../DATASET/torgo/FC02/Session3/0614.wav,I didn't know where they were coming from.,0
../DATASET/uncommonvoice/FC36_T2_si458_NA.wav,this is not a program of socialized medicine,0
../DATASET/uncommonvoice/MC04_T2_si1074_NA.wav,he gazed away from us as we approached,0
../DATASET/torgo/FC03/Session1/0097.wav,Don't ask me to carry an oily rag like that.,0
../DATASET/torgo/FC03/Session1/0356.wav,This is not a program of socialized medicine.,0
../DATASET/torgo/MC03/Session2/0174.wav,The prowler wore a ski mask for disguise.,0
../DATASET/uncommonvoice/FC12_T2_si1969_NA.wav,if any of us miss they can pick up the pieces,0
../DATASET/uncommonvoice/FC45_T2_si1980_NA.wav,high so it only bounce harmlessly but loudly off a car's steel roof,0
../DATASET/uncommonvoice/FC45_T2_sx432_NA.wav,coffee is grown on steep jungle like slopes in temperate zones,0
../DATASET/torgo/FC02/Session2/0161.wav,If you destroy confidence in banks you do something to the economy he said.,0
../DATASET/torgo/MC04/Session2/0915.wav,Last year's gas shortage caused steep price increases.,0
../DATASET/torgo/FC03/Session2/0102.wav,Beg that guard for one gallon of gas.,0
../DATASET/uncommonvoice/FC36_T2_si1980_NA.wav,high so it only bounce harmlessly but loudly off a car's steel roof,0
../DATASET/uncommonvoice/FC41_T2_si481_NA.wav,this he added brought about petty jealousies and petty personal grievances,0
../DATASET/torgo/MC03/Session2/0284.wav,We are the largest of the four states.,0
../DATASET/torgo/FC02/Session3/0960.wav,Flying standby can be practical if you want to save money.,0
../DATASET/uncommonvoice/FC41_T2_sx162_NA.wav,her auburn hair reminded him of autumn leaves,0
../DATASET/torgo/MC02/Session1/0032.wav,Don't ask me to carry an oily rag like that.,0
../DATASET/torgo/MC02/Session2/0209.wav,We selected places where families will be welcome.,0
../DATASET/uncommonvoice/MC12_T2_si1955_NA.wav,like enough we'll all be up on top by sundown,0
../DATASET/uncommonvoice/FC12_T2_si1000_NA.wav,soon the office work claimed all her time,0
../DATASET/uncommonvoice/FC36_T2_si1981_NA.wav,on unoccupied roadway the bottle shattered into a small amber flash,0
../DATASET/uncommonvoice/FC12_T2_sx149_NA.wav,while waiting for chipper she crisscrossed the square many times,0
../DATASET/uncommonvoice/FC38_T2_sa1_NA.wav,she had your dark suit in greasy wash water all year,0
../DATASET/uncommonvoice/FC12_T2_sx444_NA.wav,the toddler found a clamshell near the camp site,0
../DATASET/torgo/MC02/Session1/0263.wav,He further proposed grants of an unspecified sum for experimental hospitals.,0
../DATASET/torgo/MC04/Session2/0804.wav,There was no confirmation of such massive assaults from independent sources.,0
../DATASET/uncommonvoice/FC23_T2_sx437_NA.wav,they used an aggressive policeman to flag thoughtless motorists,0
../DATASET/uncommonvoice/FC41_T2_sx441_NA.wav,don't look for group valuables in a bank vault,0
../DATASET/uncommonvoice/FC38_T2_si1039_NA.wav,he has never himself done anything for which to be hated which of us has,0
../DATASET/torgo/FC02/Session3/0170.wav,Help Greg to pick a peck of potatoes.,0
../DATASET/uncommonvoice/MC04_T2_sx148_NA.wav,most precincts had a third of the votes counted,0
../DATASET/torgo/MC02/Session1/0314.wav,It also provides for funds to clear slums and help colleges build dormitories.,0
../DATASET/torgo/MC01/Session2/0358.wav,So if anybody solicits by phone make sure you mail the dough to the above.,0
../DATASET/torgo/FC02/Session3/0628.wav,The prowler wore a ski mask for disguise.,0
../DATASET/uncommonvoice/FC41_T2_si1014_NA.wav,beer generally fermented from barley is an old alcoholic beverage,0
../DATASET/uncommonvoice/FC12_T2_si516_NA.wav,some observers speculated that this might be his revenge on his home town,0
../DATASET/uncommonvoice/FC12_T2_si1074_NA.wav,he gazed away from us as we approached,0
../DATASET/torgo/MC03/Session1/0341.wav,Swing your arm as high as you can.,0
../DATASET/torgo/MC02/Session1/0269.wav,If you are losing water replace it immediately.,0
../DATASET/torgo/MC03/Session1/0506.wav,He played basketball there while working toward a law degree.,0
../DATASET/uncommonvoice/FC23_T2_si1955_NA.wav,like enough we'll all be up on top by sundown,0
../DATASET/torgo/MC01/Session1/0065.wav,Twice each day he plays skillfully and with zest upon our small organ.,0
../DATASET/uncommonvoice/FC12_T2_cape-v1_NA.wav,The blue spot is on the key again.,0
../DATASET/uncommonvoice/FC41_T2_sx432_NA.wav,coffee is grown on steep jungle like slopes in temperate zones,0
../DATASET/uncommonvoice/MC11_T2_sx444_NA.wav,the toddler found a clamshell near the camp site,0
../DATASET/uncommonvoice/FC36_T2_si556_NA.wav,we did not accept the diagnosis at once but gradually we are coming to,0
../DATASET/uncommonvoice/MC12_T2_si1982_NA.wav,two cars came over a crest their chrome and glass flashing,0
../DATASET/torgo/FC03/Session3/0050.wav,The lack of heat compounded the tenant's grievances.,0
../DATASET/torgo/FC02/Session2/0015.wav,When he speaks his voice is just a bit cracked and quivers a trifle.,0
../DATASET/uncommonvoice/MC04_T2_si1946_NA.wav,the rustling problem was by no means solved,0
../DATASET/torgo/MC04/Session1/0098.wav,Twice each day he plays skillfully and with zest upon our small organ.,0
../DATASET/uncommonvoice/FC45_T2_si481_NA.wav,this he added brought about petty jealousies and petty personal grievances,0
../DATASET/uncommonvoice/FC36_T2_si462_NA.wav,it also provides for funds to clear slums and help colleges build dormitories,0
../DATASET/uncommonvoice/MC11_T2_si530_NA.wav,his election on the other hand would unquestionably strengthen the regulars,0
../DATASET/torgo/FC02/Session2/0042.wav,yet he still thinks as swiftly as ever.,0
../DATASET/uncommonvoice/FC23_T2_sx438_NA.wav,shell shock caused by shrapnel is sometimes cured through group therapy,0
../DATASET/torgo/MC04/Session1/0625.wav,He played basketball there while working toward a law degree.,0
../DATASET/uncommonvoice/MC04_T2_sx433_NA.wav,the overweight charmer could slip poison into anyone's tea,0
../DATASET/uncommonvoice/FC41_T2_si458_NA.wav,this is not a program of socialized medicine,0
../DATASET/uncommonvoice/FC38_T2_si1037_NA.wav,the revised procedure was acclaimed as a long overdue reform,0
../DATASET/uncommonvoice/MC11_T2_si1955_NA.wav,like enough we'll all be up on top by sundown,0
../DATASET/torgo/FC03/Session1/0055.wav,When he speaks his voice is just a bit cracked and quivers a trifle.,0
../DATASET/torgo/MC01/Session3/0190.wav,The eastern coast is a place for pure pleasure and excitement.,0
../DATASET/torgo/FC02/Session2/0201.wav,Both figures would go higher in later years.,0
../DATASET/torgo/MC01/Session2/0312.wav,There is definitely some ligament damage in his knee.,0
../DATASET/uncommonvoice/MC04_T2_si1000_NA.wav,soon the office work claimed all her time,0
../DATASET/uncommonvoice/MC11_T2_sa2_NA.wav,don't ask me to carry an oily rag like that,0
../DATASET/torgo/FC03/Session3/0103.wav,The job also covers a number of other items.,0
../DATASET/torgo/MC02/Session1/0317.wav,Swing your arm as high as you can.,0
../DATASET/uncommonvoice/MC11_T2_si1927_NA.wav,you do that or take you out a permit right now,0
../DATASET/uncommonvoice/FC12_T2_sa1_NA.wav,she had your dark suit in greasy wash water all year,0
../DATASET/uncommonvoice/MC04_T2_si481_NA.wav,this he added brought about petty jealousies and petty personal grievances,0
../DATASET/torgo/FC02/Session3/0308.wav,In fact our whole defensive unit did a good job.,0
../DATASET/torgo/FC03/Session1/0140.wav,If you destroy confidence in banks you do something to the economy he said.,0
../DATASET/uncommonvoice/FC38_T2_si1014_NA.wav,beer generally fermented from barley is an old alcoholic beverage,0
../DATASET/uncommonvoice/FC41_T2_sx433_NA.wav,the overweight charmer could slip poison into anyone's tea,0
../DATASET/torgo/FC02/Session2/0151.wav,Are your grades higher or lower than Nancy's? ,0
../DATASET/torgo/FC01/Session1/0114.wav,Grandfather likes to be modern in his language.,0
../DATASET/torgo/MC04/Session2/0743.wav,Her position covers a number of daily tasks common to any social director.,0
../DATASET/uncommonvoice/FC45_T2_si462_NA.wav,it also provides for funds to clear slums and help colleges build dormitories,0
../DATASET/torgo/FC02/Session3/0477.wav,A fire in straw makes a quick blaze.,0
../DATASET/torgo/FC02/Session3/0842.wav,Maybe it's taking longer to get things squared away than the bankers expected.,0
../DATASET/uncommonvoice/FC41_T2_si1982_NA.wav,two cars came over a crest their chrome and glass flashing,0
../DATASET/uncommonvoice/MC11_T2_sx162_NA.wav,her auburn hair reminded him of autumn leaves,0
../DATASET/uncommonvoice/FC38_T2_si1063_NA.wav,no question ruffles him or causes him to hesitate,0
../DATASET/torgo/FC02/Session2/0083.wav,Don't ask me to carry an oily rag like that.,0
../DATASET/torgo/MC03/Session1/0572.wav,In fact our whole defensive unit did a good job.,0
../DATASET/torgo/FC01/Session1/0102.wav,She had your dark suit in greasy wash water all year.,0
../DATASET/uncommonvoice/FC36_T2_si1969_NA.wav,if any of us miss they can pick up the pieces,0
../DATASET/torgo/FC03/Session3/0001.wav,This he added brought about petty jealousies and petty personal grievances.,0
../DATASET/uncommonvoice/FC45_T2_sa2_NA.wav,don't ask me to carry an oily rag like that,0
../DATASET/uncommonvoice/FC36_T2_sx437_NA.wav,they used an aggressive policeman to flag thoughtless motorists,0
../DATASET/torgo/FC01/Session1/0090.wav,Twice each day he plays skillfully and with zest upon our small organ.,0
../DATASET/torgo/MC02/Session2/0203.wav,In fact our whole defensive unit did a good job.,0
../DATASET/uncommonvoice/MC11_T2_si556_NA.wav,we did not accept the diagnosis at once but gradually we are coming to,0
../DATASET/torgo/FC02/Session2/0049.wav,he dresses himself in an ancient black frock coat ,0
../DATASET/torgo/MC04/Session1/0026.wav,When he speaks his voice is just a bit cracked and quivers a trifle.,0
../DATASET/uncommonvoice/FC38_T2_si524_NA.wav,within a system however the autonomy of each member library is preserved,0
../DATASET/torgo/FC02/Session3/0548.wav,We are the largest of the four states.,0
../DATASET/uncommonvoice/FC45_T2_sx148_NA.wav,most precincts had a third of the votes counted,0
../DATASET/torgo/FC03/Session3/0172.wav,Eat your raisins outdoors on the porch steps.,0
../DATASET/torgo/MC03/Session1/0364.wav,Night after night they received annoying phone calls.,0
../DATASET/torgo/MC04/Session2/0775.wav,The legislature met to judge the state of public education.,0
../DATASET/uncommonvoice/MC12_T2_si1969_NA.wav,if any of us miss they can pick up the pieces,0
../DATASET/uncommonvoice/MC12_T2_sx433_NA.wav,the overweight charmer could slip poison into anyone's tea,0
../DATASET/uncommonvoice/MC04_T2_si1055_NA.wav,internal national responsibility now a truism need not be documented,0
../DATASET/uncommonvoice/FC23_T2_si481_NA.wav,this he added brought about petty jealousies and petty personal grievances,0
../DATASET/torgo/FC02/Session3/0910.wav,Unfortunately there is still little demand for broccoli and cauliflower.,0
../DATASET/uncommonvoice/MC04_T2_si1004_NA.wav,palm oil protects the surfaces of steel sheets before they are plated with tin,0
../DATASET/uncommonvoice/FC23_T2_si1063_NA.wav,no question ruffles him or causes him to hesitate,0
../DATASET/uncommonvoice/MC11_T2_si1027_NA.wav,even then if she took one step forward he could catch her,0
../DATASET/torgo/MC03/Session1/0066.wav,The quick brown fox jumps over the lazy dog.,0
../DATASET/uncommonvoice/FC41_T2_si1955_NA.wav,like enough we'll all be up on top by sundown,0
../DATASET/torgo/FC02/Session3/0274.wav,He played basketball there while working toward a law degree.,0
../DATASET/torgo/FC02/Session3/0303.wav,There is definitely some ligament damage in his knee.,0
../DATASET/torgo/MC02/Session2/0268.wav,A fire in straw makes a quick blaze.,0
../DATASET/torgo/FC02/Session2/0029.wav,You wished to know all about my grandfather.,0
../DATASET/uncommonvoice/FC38_T2_si2028_NA.wav,he took his mask from his forehead and threw it unexpectedly across the deck,0
../DATASET/torgo/MC04/Session2/0870.wav,The structures housing the apartments are of masonry and frame construction.,0
../DATASET/torgo/FC01/Session1/0026.wav,The quick brown fox jumps over the lazy dog.,0
../DATASET/uncommonvoice/FC41_T2_sx444_NA.wav,the toddler found a clamshell near the camp site,0
../DATASET/torgo/FC03/Session2/0296.wav,So if anybody solicits by phone make sure you mail the dough to the above.,0
../DATASET/uncommonvoice/MC11_T2_si458_NA.wav,this is not a program of socialized medicine,0
../DATASET/uncommonvoice/MC11_T2_si1956_NA.wav,a single kick made it spring open shuddering,0
../DATASET/uncommonvoice/FC45_T2_si1000_NA.wav,soon the office work claimed all her time,0
../DATASET/torgo/FC03/Session3/0182.wav,It was a huge part of my life.,0
../DATASET/uncommonvoice/MC12_T2_si1063_NA.wav,no question ruffles him or causes him to hesitate,0
../DATASET/uncommonvoice/FC12_T2_si1997_NA.wav,like as if it were built of books,0
../DATASET/uncommonvoice/MC11_T2_sx171_NA.wav,the diagnosis was discouraging however he was not overly worried,0
../DATASET/torgo/MC01/Session1/0037.wav,She had your dark suit in greasy wash water all year.,0
../DATASET/uncommonvoice/FC12_T2_si1955_NA.wav,like enough we'll all be up on top by sundown,0
../DATASET/torgo/FC02/Session3/0141.wav,It's fun to roast marshmallows on a gas burner.,0
../DATASET/uncommonvoice/MC12_T2_si556_NA.wav,we did not accept the diagnosis at once but gradually we are coming to,0
../DATASET/uncommonvoice/FC41_T2_si1004_NA.wav,palm oil protects the surfaces of steel sheets before they are plated with tin,0
../DATASET/uncommonvoice/MC11_T2_sa1_NA.wav,she had your dark suit in greasy wash water all year,0
../DATASET/torgo/MC01/Session3/0023.wav,At twilight on the twelfth day we'll have Chablis.,0
../DATASET/uncommonvoice/MC04_T2_si1039_NA.wav,he has never himself done anything for which to be hated which of us has,0
../DATASET/uncommonvoice/MC11_T2_si464_NA.wav,the prospect of cutting back spending is an unpleasant one for any governor,0
../DATASET/uncommonvoice/FC23_T2_si2028_NA.wav,he took his mask from his forehead and threw it unexpectedly across the deck,0
../DATASET/torgo/MC04/Session1/0257.wav,Nothing has been done yet to take advantage of the enabling legislation.,0
../DATASET/uncommonvoice/FC38_T2_sx438_NA.wav,shell shock caused by shrapnel is sometimes cured through group therapy,0
../DATASET/uncommonvoice/MC12_T2_si1957_NA.wav,clapping spurs to the bronc he set off at a sharp canter with growing alarm,0
../DATASET/torgo/FC03/Session2/0028.wav,Travel is about the only leisure we have.,0
../DATASET/uncommonvoice/FC45_T2_si1027_NA.wav,even then if she took one step forward he could catch her,0
../DATASET/torgo/MC01/Session1/0061.wav,The quick brown fox jumps over the lazy dog.,0
../DATASET/torgo/FC03/Session2/0168.wav,He played basketball there while working toward a law degree.,0
../DATASET/uncommonvoice/FC41_T2_si1000_NA.wav,soon the office work claimed all her time,0
../DATASET/torgo/FC02/Session3/0142.wav,The prospect of cutting back spending is an unpleasant one for any governor.,0
../DATASET/torgo/FC02/Session2/0206.wav,I tried to tell people in the community.,0
../DATASET/uncommonvoice/FC36_T2_si1014_NA.wav,beer generally fermented from barley is an old alcoholic beverage,0
../DATASET/uncommonvoice/FC41_T2_sx437_NA.wav,they used an aggressive policeman to flag thoughtless motorists,0
../DATASET/uncommonvoice/FC38_T2_sx155_NA.wav,the water contained too much chlorine and stung his eyes,0
../DATASET/torgo/FC03/Session1/0127.wav,he dresses himself in an ancient black frock coat ,0
../DATASET/uncommonvoice/MC11_T2_si481_NA.wav,this he added brought about petty jealousies and petty personal grievances,0
../DATASET/torgo/FC02/Session3/0884.wav,They make gin saws and deal in parts supplies and some used gin machinery.,0
../DATASET/uncommonvoice/FC36_T2_sx174_NA.wav,the haunted house was a hit due to outstanding audio visual effects,0
../DATASET/torgo/MC03/Session2/0217.wav,The eastern coast is a place for pure pleasure and excitement.,0
../DATASET/torgo/FC03/Session1/0367.wav,Night after night they received annoying phone calls.,0
../DATASET/uncommonvoice/FC12_T2_sx174_NA.wav,the haunted house was a hit due to outstanding audio visual effects,0
../DATASET/uncommonvoice/FD035_T2_si1980_NA.wav,high so it only bounce harmlessly but loudly off a car's steel roof,1
../DATASET/uncommonvoice/FD01_T2_si1969_NA.wav,if any of us miss they can pick up the pieces,1
../DATASET/uncommonvoice/FD02_T2_sx171_138.wav,the diagnosis was discouraging however he was not overly worried,1
../DATASET/uncommonvoice/FD025_T2_si516_NA.wav,some observers speculated that this might be his revenge on his home town,1
